id,city,tag,name,url,rating,comment_amount,address,phone,pic_url,business_hour
135,台北市,飯店,Grand Hyatt Taipei,https://www.google.com/maps/place/Grand+Hyatt+Taipei/data=!4m10!3m9!1s0x3442abb706555549:0x44cef53b99be635a!5m2!4m1!1i2!8m2!3d25.035171!4d121.562867!16s%2Fm%2F026wkvf!19sChIJSVVVBrerQjQRWmO-mTv1zkQ?authuser=0&hl=zh-TW&rclk=1,4.4,13144,110061台北市信義區松壽路2號,02 2720 1234,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHQEhhyCznmrpG5oH604TZiu_5y_dXOd3Bu5d_wu53si9ABxns4O9luwVymu5NCRl2L6754PRGFLYyrzEMz4wK-fwjln5hlsOzuTtLXaPZTFsG4OtRqwOKy9KAPN5NHGtb-k8D75P70lUK1MafPePPdInVRTBtAK2bCk_301ZazteossXeVM_PJtg=w408-h272-k-no,"下午3:00,下午12:00"
124,台北市,飯店,天閣酒店 台北復興,https://www.google.com/maps/place/%E5%A4%A9%E9%96%A3%E9%85%92%E5%BA%97+%E5%8F%B0%E5%8C%97%E5%BE%A9%E8%88%88/data=!4m10!3m9!1s0x3442abe715245031:0xb09523bf88226eec!5m2!4m1!1i2!8m2!3d25.05369!4d121.544284!16s%2Fg%2F11b6chnq8t!19sChIJMVAkFeerQjQR7G4iiL8jlbA?authuser=0&hl=zh-TW&rclk=1,4.4,609,105台北市松山區復興北路147號,02 8712 8000,https://lh3.googleusercontent.com/gps-proxy/ALd4DhGUEp7-Mg2_F8dk1gLfp0tPQ-jw1irdCgxxn_rgGFuMYj_UxUdFSobCqQWdhKO2XVl1hMgbXT3VWw5w17cvo8nNdjBXQFv-1lyjNa4aXHsC0YCarAvOZa_xBWGKBoKVi79UGzs-rgpL8ynD9A9J0_pTa7NdGOtxTyoEL-eTR3_YOoEE-EQR_js=w408-h272-k-no,"下午4:00,上午11:00"
125,台北市,飯店,福容大飯店 台北二館,https://www.google.com/maps/place/%E7%A6%8F%E5%AE%B9%E5%A4%A7%E9%A3%AF%E5%BA%97+%E5%8F%B0%E5%8C%97%E4%BA%8C%E9%A4%A8/data=!4m10!3m9!1s0x3442aae925a6f819:0x7e3b5c9b4c19989e!5m2!4m1!1i2!8m2!3d25.0042127!4d121.6003293!16s%2Fg%2F1tff59f0!19sChIJGfimJemqQjQRnpgZTJtcO34?authuser=0&hl=zh-TW&rclk=1,4.0,2814,222新北市深坑區北深路三段236號,02 2662 0088,https://lh5.googleusercontent.com/p/AF1QipMKZscSTH19FxIfzvVziLIEc3LHzSfedqwot_rf=w408-h271-k-no,"下午3:00,下午12:00"
126,台北市,飯店,捷絲旅臺大尊賢館 - Just Sleep Taipei NTU,https://www.google.com/maps/place/%E6%8D%B7%E7%B5%B2%E6%97%85%E8%87%BA%E5%A4%A7%E5%B0%8A%E8%B3%A2%E9%A4%A8+-+Just+Sleep+Taipei+NTU/data=!4m10!3m9!1s0x3442a98a96fd379d:0x14314d44f9359f90!5m2!4m1!1i2!8m2!3d25.0133365!4d121.5361173!16s%2Fg%2F12hrjt0bw!19sChIJnTf9loqpQjQRkJ81-URNMRQ?authuser=0&hl=zh-TW&rclk=1,4.4,800,106台北市大安區羅斯福路四段83號,02 7735 5088,https://lh5.googleusercontent.com/p/AF1QipPr5o1jJ30u-vzQW8Y2ndp8vl6AzjESqL7fJmEH=w408-h611-k-no,"下午3:00,上午11:00"
127,台北市,飯店,柯達大飯店台北敦南,https://www.google.com/maps/place/%E6%9F%AF%E9%81%94%E5%A4%A7%E9%A3%AF%E5%BA%97%E5%8F%B0%E5%8C%97%E6%95%A6%E5%8D%97/data=!4m10!3m9!1s0x3442aa2fdf3fdeb1:0x92cd25e1f018b1a6!5m2!4m1!1i2!8m2!3d25.0210317!4d121.5482733!16s%2Fg%2F11xpwjmjg!19sChIJsd4_3y-qQjQRprEY8OElzZI?authuser=0&hl=zh-TW&rclk=1,4.0,931,106台北市大安區敦化南路二段238號,02 2732 3333,https://lh5.googleusercontent.com/p/AF1QipNoEAFyeoNkjO8wLl5T8f7Iui0ie8sUCFw8MeCR=w408-h306-k-no,"下午3:00,下午12:00"
128,台北市,飯店,台北漢普頓酒店,https://www.google.com/maps/place/%E5%8F%B0%E5%8C%97%E6%BC%A2%E6%99%AE%E9%A0%93%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x3442ab5184945d87:0x184afc14517d94cf!5m2!4m1!1i2!8m2!3d25.0527114!4d121.5372562!16s%2Fg%2F11sg85qn37!19sChIJh12UhFGrQjQRz5R9URT8Shg?authuser=0&hl=zh-TW&rclk=1,4.7,1181,10491台北市中山區建國北路二段7號,02 2506 9696,https://lh3.googleusercontent.com/gps-proxy/ALd4DhHyUAGbmW2BvC1XVBmkPyuqXkbrXwM7Ss-_ip5h2pfukz68M3AqpQd026h4caxUT1v-611ZIAf0tQ_MToE8i3L3_M2AKxKqZfohOPi7zYS652CPw0cZ_9B0OXuseZVGpfD8GABqvysx-FzsFXs9D8-tI8aKiPI1vvit47BwC_DVX9ZRg-xWtmQm9A=w408-h272-k-no,"下午3:00,上午11:00"
129,台北市,飯店,台北漢來大飯店 GRAND HILAI TAIPEI,https://www.google.com/maps/place/%E5%8F%B0%E5%8C%97%E6%BC%A2%E4%BE%86%E5%A4%A7%E9%A3%AF%E5%BA%97+GRAND+HILAI+TAIPEI/data=!4m10!3m9!1s0x3442ad3ed58cbb4d:0xbe22eddf14047689!5m2!4m1!1i2!8m2!3d25.0580489!4d121.6193518!16s%2Fg%2F11sy1nctsn!19sChIJTbuM1T6tQjQRiXYEFN_tIr4?authuser=0&hl=zh-TW&rclk=1,4.6,696,115台北市南港區經貿一路168號,02 2788 6868,https://lh5.googleusercontent.com/p/AF1QipOrYwcbRFpOW_D2bEoizBowQQf1xnjpw67GnvWQ=w408-h271-k-no,"下午3:00,上午11:00"
130,台北市,飯店,台北艾麗希爾頓格芮精選酒店,https://www.google.com/maps/place/%E5%8F%B0%E5%8C%97%E8%89%BE%E9%BA%97%E5%B8%8C%E7%88%BE%E9%A0%93%E6%A0%BC%E8%8A%AE%E7%B2%BE%E9%81%B8%E9%85%92%E5%BA%97/data=!4m10!3m9!1s0x3442ab23ba4a9f69:0xdacca91c711950e6!5m2!4m1!1i2!8m2!3d25.0386933!4d121.567342!16s%2Fg%2F11f6nprb2v!19sChIJaZ9KuiOrQjQR5lAZcRypzNo?authuser=0&hl=zh-TW&rclk=1,4.3,2670,110台北市信義區松高路18號,02 6631 8000,https://lh3.googleusercontent.com/gps-proxy/ALd4DhFybRmw4Nq4K3Yt7D7G_Nwq6cO9ZjPDKi2qPmc4pAZ7BGHnsmQa5EACQunqtJw3fwgfde6vPqqqOw_X4eFyQflJZigkfEAa8NdFNpsMFouMC8iV8YGxahUFFlT9a_GqYwZQCJq4DPHVarO2QuvS-t__5uEp6KXIWbtl5pTf0cDmDnIkQx9jz81K=w408-h272-k-no,"下午3:00,下午12:00"
131,台北市,飯店,格拉斯麗台北飯店,https://www.google.com/maps/place/%E6%A0%BC%E6%8B%89%E6%96%AF%E9%BA%97%E5%8F%B0%E5%8C%97%E9%A3%AF%E5%BA%97/data=!4m10!3m9!1s0x3442a97b68c2f0f3:0xdca439be3051e900!5m2!4m1!1i2!8m2!3d25.0431061!4d121.5306983!16s%2Fg%2F11mgn78wkd!19sChIJ8_DCaHupQjQRAOlRML45pNw?authuser=0&hl=zh-TW&rclk=1,4.6,1135,100013台北市中正區忠孝東路二段89號3樓,02 2322 0111,https://lh5.googleusercontent.com/p/AF1QipOeIAVjQ5dm2PUrf4N06EHILI8deNs7jG77H_6g=w408-h527-k-no,"下午3:00,下午12:00"
132,台北市,飯店,茹曦酒店 ILLUME TAIPEI,https://www.google.com/maps/place/%E8%8C%B9%E6%9B%A6%E9%85%92%E5%BA%97+ILLUME+TAIPEI/data=!4m10!3m9!1s0x3442ab944165274d:0xc7af209800fa674c!5m2!4m1!1i2!8m2!3d25.0526507!4d121.5482621!16s%2Fg%2F11t4y6vd8m!19sChIJTSdlQZSrQjQRTGf6AJggr8c?authuser=0&hl=zh-TW&rclk=1,4.0,5838,105020台北市松山區敦化北路100號,02 2719 8399,https://lh5.googleusercontent.com/p/AF1QipNyGpj-7cXaZvGr8vgc1k9ZWt57ohMGrBEyce63=w408-h260-k-no,"下午4:00,上午11:00"
